7,10,12,15,9,11.5,,0,0.046666667,0.017094017,0.583333333,0.615384615,0.02962963,0.023316062,,0.046666667,0.017094017,0.583333333,0.615384615,0.02962963,0.023316062
50,60,12,18,25,27,,150,0.333333333,0.230769231,0.583333333,0.846153846,0.148148148,0.103626943,,0.333333333,0.230769231,0.583333333,0.846153846,0.148148148,0.103626943
50,70,11,14,20,23,,6,0.333333333,0.273504274,0.5,0.538461538,0.111111111,0.082901554,,0.333333333,0.273504274,0.5,0.538461538,0.111111111,0.082901554
70,130,10,14,24,28,,240,0.466666667,0.52991453,0.416666667,0.538461538,0.140740741,0.10880829,,0.466666667,0.52991453,0.416666667,0.538461538,0.140740741,0.10880829
5,26,13,16,13,18,,5,0.033333333,0.085470085,0.666666667,0.692307692,0.059259259,0.056994819,,0.033333333,0.085470085,0.666666667,0.692307692,0.059259259,0.056994819
70,90,10,14,20,25,,17,0.466666667,0.358974359,0.416666667,0.538461538,0.111111111,0.093264249,,0.466666667,0.358974359,0.416666667,0.538461538,0.111111111,0.093264249
60,100,10,12,20,25,,7,0.4,0.401709402,0.416666667,0.384615385,0.111111111,0.093264249,,0.4,0.401709402,0.416666667,0.384615385,0.111111111,0.093264249
45,65,11,12,23,26,,20,0.3,0.252136752,0.5,0.384615385,0.133333333,0.098445596,,0.3,0.252136752,0.5,0.384615385,0.133333333,0.098445596
6,35,13,15,9,19,,5,0.04,0.123931624,0.666666667,0.615384615,0.02962963,0.062176166,,0.04,0.123931624,0.666666667,0.615384615,0.02962963,0.062176166
60,70,11,13,21,25,,140,0.4,0.273504274,0.5,0.461538462,0.118518519,0.093264249,,0.4,0.273504274,0.5,0.461538462,0.118518519,0.093264249
12,16,14,16,12,16,,7,0.08,0.042735043,0.75,0.692307692,0.051851852,0.046632124,,0.08,0.042735043,0.75,0.692307692,0.051851852,0.046632124
35,75,12,15,21,27,,200,0.233333333,0.294871795,0.583333333,0.615384615,0.118518519,0.103626943,,0.233333333,0.294871795,0.583333333,0.615384615,0.118518519,0.103626943
30,85,12,16,17,19,,,0.2,0.337606838,0.583333333,0.692307692,0.088888889,0.062176166,,0.2,0.337606838,0.583333333,0.692307692,0.088888889,0.062176166
40,70,12,16,17,19,,,0.266666667,0.273504274,0.583333333,0.692307692,0.088888889,0.062176166,,0.266666667,0.273504274,0.583333333,0.692307692,0.088888889,0.062176166
25,25,10,14,15,18,,,0.166666667,0.081196581,0.416666667,0.538461538,0.074074074,0.056994819,,0.166666667,0.081196581,0.416666667,0.538461538,0.074074074,0.056994819
80,150,11,13,27,29,,,0.533333333,0.615384615,0.5,0.461538462,0.162962963,0.113989637,,0.533333333,0.615384615,0.5,0.461538462,0.162962963,0.113989637
48,70,12,15,19,22,,,0.32,0.273504274,0.583333333,0.615384615,0.103703704,0.077720207,,0.32,0.273504274,0.583333333,0.615384615,0.103703704,0.077720207
35,60,12,16,17,20,,,0.233333333,0.230769231,0.583333333,0.692307692,0.088888889,0.067357513,,0.233333333,0.230769231,0.583333333,0.692307692,0.088888889,0.067357513
35,50,10,13,17,20,,,0.233333333,0.188034188,0.416666667,0.461538462,0.088888889,0.067357513,,0.233333333,0.188034188,0.416666667,0.461538462,0.088888889,0.067357513
40,65,12,15,18,23,,,0.266666667,0.252136752,0.583333333,0.615384615,0.096296296,0.082901554,,0.266666667,0.252136752,0.583333333,0.615384615,0.096296296,0.082901554
32,45,12,15,17,20,,,0.213333333,0.166666667,0.583333333,0.615384615,0.088888889,0.067357513,,0.213333333,0.166666667,0.583333333,0.615384615,0.088888889,0.067357513
15,20,11,15,10,11,,,0.1,0.05982906,0.5,0.615384615,0.037037037,0.020725389,,0.1,0.05982906,0.5,0.615384615,0.037037037,0.020725389
33,55,12,15,23,29,,,0.22,0.209401709,0.583333333,0.615384615,0.133333333,0.113989637,,0.22,0.209401709,0.583333333,0.615384615,0.133333333,0.113989637
35,65,12,14,19,24.5,,,0.233333333,0.252136752,0.583333333,0.538461538,0.103703704,0.090673575,,0.233333333,0.252136752,0.583333333,0.538461538,0.103703704,0.090673575
22,24,13,14,16,17,,,0.146666667,0.076923077,0.666666667,0.538461538,0.081481481,0.051813472,,0.146666667,0.076923077,0.666666667,0.538461538,0.081481481,0.051813472
40,65,12,13,10,15,,,0.266666667,0.252136752,0.583333333,0.461538462,0.037037037,0.041450777,,0.266666667,0.252136752,0.583333333,0.461538462,0.037037037,0.041450777
15,30,10,15,10,15,,,0.1,0.102564103,0.416666667,0.615384615,0.037037037,0.041450777,,0.1,0.102564103,0.416666667,0.615384615,0.037037037,0.041450777
45,55,12,14,20,22,,,0.3,0.209401709,0.583333333,0.538461538,0.111111111,0.077720207,,0.3,0.209401709,0.583333333,0.538461538,0.111111111,0.077720207
70,110,10,12,24,27.5,,,0.466666667,0.444444444,0.416666667,0.384615385,0.140740741,0.106217617,,0.466666667,0.444444444,0.416666667,0.384615385,0.140740741,0.106217617
17,23,11,16,15,17.5,,,0.113333333,0.072649573,0.5,0.692307692,0.074074074,0.054404145,,0.113333333,0.072649573,0.5,0.692307692,0.074074074,0.054404145
40,80,14,16,22,26,,,0.266666667,0.316239316,0.75,0.692307692,0.125925926,0.098445596,,0.266666667,0.316239316,0.75,0.692307692,0.125925926,0.098445596
