0.046666667,0.017094017,0.583333333,0.615384615,0.02962963,0.023316062
0.333333333,0.230769231,0.583333333,0.846153846,0.148148148,0.103626943
0.333333333,0.273504274,0.5,0.538461538,0.111111111,0.082901554
0.466666667,0.52991453,0.416666667,0.538461538,0.140740741,0.10880829
0.033333333,0.085470085,0.666666667,0.692307692,0.059259259,0.056994819
0.466666667,0.358974359,0.416666667,0.538461538,0.111111111,0.093264249
0.4,0.401709402,0.416666667,0.384615385,0.111111111,0.093264249
0.3,0.252136752,0.5,0.384615385,0.133333333,0.098445596
0.04,0.123931624,0.666666667,0.615384615,0.02962963,0.062176166
0.4,0.273504274,0.5,0.461538462,0.118518519,0.093264249
0.08,0.042735043,0.75,0.692307692,0.051851852,0.046632124
0.233333333,0.294871795,0.583333333,0.615384615,0.118518519,0.103626943
0.2,0.337606838,0.583333333,0.692307692,0.088888889,0.062176166
0.266666667,0.273504274,0.583333333,0.692307692,0.088888889,0.062176166
0.166666667,0.081196581,0.416666667,0.538461538,0.074074074,0.056994819
0.533333333,0.615384615,0.5,0.461538462,0.162962963,0.113989637
0.32,0.273504274,0.583333333,0.615384615,0.103703704,0.077720207
0.233333333,0.230769231,0.583333333,0.692307692,0.088888889,0.067357513
0.233333333,0.188034188,0.416666667,0.461538462,0.088888889,0.067357513
0.266666667,0.252136752,0.583333333,0.615384615,0.096296296,0.082901554
0.213333333,0.166666667,0.583333333,0.615384615,0.088888889,0.067357513
0.1,0.05982906,0.5,0.615384615,0.037037037,0.020725389
0.22,0.209401709,0.583333333,0.615384615,0.133333333,0.113989637
0.233333333,0.252136752,0.583333333,0.538461538,0.103703704,0.090673575
0.146666667,0.076923077,0.666666667,0.538461538,0.081481481,0.051813472
0.266666667,0.252136752,0.583333333,0.461538462,0.037037037,0.041450777
0.1,0.102564103,0.416666667,0.615384615,0.037037037,0.041450777
0.3,0.209401709,0.583333333,0.538461538,0.111111111,0.077720207
0.466666667,0.444444444,0.416666667,0.384615385,0.140740741,0.106217617
0.113333333,0.072649573,0.5,0.692307692,0.074074074,0.054404145
0.266666667,0.316239316,0.75,0.692307692,0.125925926,0.098445596
0.3,0.294871795,0.583333333,0.538461538,0.125925926,0.098445596
0.3,0.294871795,0.583333333,0.538461538,0.125925926,0.098445596
0.466666667,0.465811966,0.166666667,0.230769231,0.133333333,0.106217617
0.08,0.051282051,0.75,0.615384615,0.033333333,0.023316062
0.026666667,0.008547009,0.833333333,0.692307692,0.014814815,0.020725389
0.433333333,0.444444444,0.416666667,0.384615385,0.133333333,0.103626943
0.533333333,0.52991453,0.416666667,0.384615385,0.155555556,0.119170984
0.533333333,0.444444444,0.416666667,0.384615385,0.133333333,0.103626943
1,0.829059829,0.333333333,0.307692308,0.125925926,0.103626943
0.2,0.209401709,0.583333333,0.615384615,0.096296296,0.077720207
0.076666667,0.040598291,0.583333333,0.615384615,0.051851852,0.041450777
0.4,0.423076923,0.333333333,0.538461538,0.155555556,0.10880829
0.08,0.081196581,0.5,0.461538462,0.074074074,0.051813472
0.466666667,0.444444444,0.416666667,0.384615385,0.137037037,0.106217617
0.333333333,0.316239316,0.416666667,0.384615385,0.111111111,0.093264249
0.366666667,0.358974359,0.416666667,0.538461538,0.118518519,0.103626943
0.053333333,0.017094017,0.583333333,0.615384615,0.014814815,0.015544041
0.266666667,0.188034188,0.25,0.230769231,0.066666667,0.041450777
0.666666667,0.52991453,0.166666667,0.153846154,0.140740741,0.103626943
0.333333333,0.273504274,0.583333333,0.461538462,0.118518519,0.077720207
0.086666667,0.034188034,0.666666667,0.615384615,0.033333333,0.015544041
0,0.188034188,0.333333333,0.384615385,0.137037037,0.106217617
0.166666667,0.136752137,0.583333333,0.615384615,0.040740741,0.028497409
0.66,0.700854701,0.416666667,0.384615385,0.133333333,0.119170984
0.086666667,0.051282051,0.583333333,0.615384615,0.051851852,0.031088083
0.586666667,0.444444444,0.583333333,0.615384615,0.151851852,0.106217617
0.366666667,0.316239316,0.416666667,0.461538462,0.118518519,0.098445596
0,0,0.75,0.692307692,0,0.005181347
0.053333333,0.025641026,0.666666667,0.846153846,0.044444444,0.031088083
0.3,0.230769231,0.25,0.384615385,0.096296296,0.067357513
0.3,0.273504274,0.25,0.384615385,0.088888889,0.067357513
0.366666667,0.337606838,0.416666667,0.384615385,0.088888889,0.067357513
0.333333333,0.294871795,0.583333333,0.538461538,0.125925926,0.098445596
0.053333333,0.038461538,0.833333333,0.923076923,0.02962963,0.020725389
0.4,0.38034188,0.416666667,0.384615385,0.133333333,0.103626943
0.293333333,0.217948718,0.416666667,0.615384615,0.137037037,0.095854922
0.073333333,0.111111111,0.583333333,0.692307692,0,0.010362694
0.3,0.273504274,0.5,0.461538462,0.103703704,0.088082902
0.12,0.076923077,0.583333333,0.615384615,0.022222222,0.020725389
0.1,0.05982906,0.5,0.461538462,0.055555556,0.038860104
0.4,0.401709402,0.416666667,0.384615385,0.140740741,0.10880829
0.533333333,0.401709402,0.333333333,0.615384615,0.140740741,0.101036269
0.66,0.444444444,0,0.076923077,0.135259259,0.084300518
0.28,0.294871795,0.5,0.538461538,0.122222222,0.090673575
0.173333333,0.11965812,0.583333333,0.538461538,0.074074074,0.051813472
0.3,0.316239316,0.5,0.384615385,0.133333333,0.103626943
0.266666667,0.188034188,0.583333333,0.538461538,0.103703704,0.067357513
0.053333333,0.034188034,0.416666667,0.384615385,0.02962963,0.015544041
0.513333333,0.538461538,0.416666667,0.538461538,0.144444444,0.113989637
0.266666667,0.273504274,0.583333333,0.692307692,0.103703704,0.088082902
0.22,0.200854701,0.583333333,0.615384615,0.081481481,0.07253886
0.133333333,0.115384615,0.583333333,0.615384615,0.077777778,0.067357513
0.4,0.273504274,0.25,0.230769231,0.125925926,0.090673575
0,0.094017094,0.416666667,0.384615385,0.044444444,0.031088083
0.333333333,0.230769231,0.416666667,0.384615385,0.122222222,0.088082902
0.366666667,0.316239316,0.583333333,0.538461538,0.125925926,0.10880829
0.166666667,0.166666667,0.583333333,0.538461538,0.088888889,0.067357513
0.333333333,0.358974359,0.166666667,0.230769231,0.125925926,0.098445596
0.3,0.273504274,0.416666667,0.384615385,0.118518519,0.093264249
0.16,0.085470085,0.666666667,0.615384615,0.051851852,0.041450777
0.366666667,0.337606838,0.583333333,0.615384615,0.137037037,0.106217617
0.366666667,0.294871795,0.416666667,0.384615385,0.122222222,0.088082902
0.3,0.316239316,0.583333333,0.461538462,0.133333333,0.103626943
0.733333333,0.722222222,0.166666667,0.230769231,0.17037037,0.129533679
0.566666667,0.572649573,0.25,0.307692308,0.138518519,0.111398964
0.566666667,0.401709402,0.416666667,0.384615385,0.148148148,0.129533679
0.4,0.273504274,0.416666667,0.461538462,0.162962963,0.119170984
0.046666667,0.02991453,0.75,0.692307692,0.025925926,0.023316062
0.433333333,0.358974359,0.416666667,0.538461538,0.133333333,0.10880829
0.3,0.188034188,0.5,0.538461538,0.12962963,0.106217617
0.166666667,0.102564103,0.583333333,0.538461538,0.085185185,0.056994819
0.4,0.273504274,0.583333333,0.615384615,0.148148148,0.103626943
0.166666667,0.08974359,0.666666667,0.615384615,0.096296296,0.062176166
0.3,0.264957265,0.583333333,0.461538462,0.118518519,0.088082902
0.7,0.487179487,0.083333333,0.076923077,0.185185185,0.129533679
0.046666667,0.034188034,0.75,0.615384615,0.059259259,0.041450777
0.113333333,0.068376068,0.416666667,0.384615385,0.059259259,0.046632124
0.046666667,0.021367521,0.416666667,0.384615385,0.022222222,0.020725389
0.066666667,0.081196581,0.416666667,0.538461538,0.051851852,0.041450777
0.2,0.188034188,0.75,0.615384615,0.088888889,0.077720207
0.293333333,0.183760684,0.5,0.461538462,0.103703704,0.085492228
0.166666667,0.166666667,0.583333333,0.615384615,0.088888889,0.056994819
0.22,0.145299145,0.583333333,0.615384615,0.092592593,0.064766839
0.533333333,0.401709402,0.416666667,0.384615385,0.151851852,0.106217617
0.466666667,0.465811966,0.416666667,0.384615385,0.155555556,0.119170984
0.366666667,0.316239316,0.416666667,0.384615385,0.122222222,0.090673575
0.16,0.123931624,0.833333333,0.769230769,0.081481481,0.062176166
0.113333333,0.047008547,0.583333333,0.615384615,0.07037037,0.041450777
0.466666667,0.273504274,0.416666667,0.538461538,0.096296296,0.067357513
0.6,0.700854701,0.083333333,0,0.151851852,0.126943005
0.08,0.051282051,0.583333333,0.615384615,0.037037037,0.020725389
0,0.004273504,0.583333333,0.615384615,0.014814815,0.010362694
0.8,0.957264957,0.083333333,0.230769231,0.166666667,0.119170984
0.133333333,0.145299145,0.583333333,0.461538462,0.059259259,0.056994819
0.12,0.094017094,0.5,0.461538462,0.037037037,0.03626943
