49,100,144,225,81,132.25
2500,3600,144,324,625,729
2500,4900,121,196,400,529
4900,16900,100,196,576,784
25,676,169,256,169,324
4900,8100,100,196,400,625
3600,10000,100,144,400,625
2025,4225,121,144,529,676
36,1225,169,225,81,361
3600,4900,121,169,441,625
144,256,196,256,144,256
1225,5625,144,225,441,729
900,7225,144,256,289,361
1600,4900,144,256,289,361
625,625,100,196,225,324
6400,22500,121,169,729,841
2304,4900,144,225,361,484
1225,3600,144,256,289,400
1225,2500,100,169,289,400
1600,4225,144,225,324,529
1024,2025,144,225,289,400
225,400,121,225,100,121
1089,3025,144,225,529,841
1225,4225,144,196,361,600.25
484,576,169,196,256,289
1600,4225,144,169,100,225
225,900,100,225,100,225
2025,3025,144,196,400,484
4900,12100,100,144,576,756.25
289,529,121,256,225,306.25
1600,6400,196,256,484,676
2025,5625,144,196,484,676
2025,5625,144,196,484,676
4900,13225,49,100,529,756.25
144,324,196,225,90.25,132.25
16,64,225,256,49,121
4225,12100,100,144,529,729
6400,16900,100,144,676,900
6400,12100,100,144,529,729
22500,40000,81,121,484,729
900,3025,144,225,324,484
132.25,240.25,144,225,144,225
3600,11025,81,196,676,784
144,625,121,169,225,289
4900,12100,100,144,552.25,756.25
2500,6400,100,144,400,625
3025,8100,100,196,441,729
64,100,144,225,49,100
1600,2500,64,100,196,225
10000,16900,49,81,576,729
2500,4900,144,169,441,484
169,196,169,225,90.25,100
0,2500,81,144,552.25,756.25
625,1444,144,225,110.25,156.25
9801,28900,100,144,529,900
169,324,144,225,144,169
7744,12100,144,225,650.25,756.25
3025,6400,100,169,441,676
0,36,196,256,25,64
64,144,169,324,121,169
2025,3600,64,144,324,400
2025,4900,64,144,289,400
3025,7225,100,144,289,400
2500,5625,144,196,484,676
64,225,225,361,81,121
3600,9025,100,144,529,729
1936,3249,100,225,552.25,650.25
121,1024,144,256,25,81
2025,4900,121,169,361,576
324,576,144,225,64,121
225,400,121,169,156.25,210.25
3600,10000,100,144,576,784
6400,10000,81,225,576,702.25
9801,12100,25,64,541.0276,541.4929
1764,5625,121,196,462.25,600.25
676,1156,144,196,225,289
2025,6400,121,144,529,729
1600,2500,144,196,361,400
64,196,100,144,81,100
5929,17424,100,196,600.25,841
1600,4900,144,256,361,576
1089,2809,144,225,256,441
400,1089,144,225,240.25,400
3600,4900,64,100,484,600.25
0,784,100,144,121,169
2500,3600,100,144,462.25,576
3025,6400,144,196,484,784
625,2025,144,196,289,400
2500,8100,49,100,484,676
2025,4900,100,144,441,625
576,676,169,225,144,225
3025,7225,144,225,552.25,756.25
3025,5625,100,144,462.25,576
2025,6400,144,169,529,729
12100,30625,49,100,784,1024
7225,19600,64,121,561.69,812.25
7225,10000,100,144,625,1024
3600,4900,100,169,729,900
49,169,196,256,72.25,132.25
4225,8100,100,196,529,784
2025,2500,121,196,506.25,756.25
625,900,144,196,272.25,324
3600,4900,144,225,625,729
625,729,169,225,324,361
2025,4624,144,169,441,576
11025,14400,36,64,900,1024
49,196,196,225,169,225
289,484,100,144,169,256
49,121,100,144,64,121
100,625,100,196,144,225
900,2500,196,225,289,484
1936,2401,121,169,361,552.25
625,2025,144,225,289,324
1089,1600,144,225,306.25,380.25
6400,10000,100,144,650.25,756.25
4900,13225,100,144,676,900
3025,6400,100,144,462.25,600.25
576,1225,225,289,256,361
289,289,144,225,210.25,225
4900,4900,100,196,324,400
8100,28900,36,49,650.25,992.25
144,324,144,225,100,121
0,49,144,225,49,81
14400,52900,36,100,756.25,900
400,1600,144,169,169,324
324,784,121,169,100,196
64,100,144,256,100,156.25
121,400,144,225,144,196
324,841,144,196,225,342.25
0,25600,64,225,289,361
12100,22500,49,81,576,961
10000,22500,81,100,676,784
121,144,144,256,81,100
2304,3025,144,225,380.25,420.25
400,900,144,225,144,225
144,144,144,225,100,121
900,2500,144,196,289,441
3600,10000,100,144,441,484
25,100,196,256,64,121
0,196,144,196,36,81
784,900,144,169,100,144
2025,3025,144,196,441,625
2025,5625,144,289,529,784
900,2500,144,196,289,400
9,49,144,256,36,49
1225,4356,100,225,256,484
2025,4900,169,196,484,676
196,324,169,225,100,169
625,1225,100,225,256,289
484,841,144,169,225,342.25
14400,57600,100,169,625,961
225,900,289,361,240.25,441
100,625,144,324,100,324
2025,4900,144,225,441,729
4900,6400,144,169,576,729
6400,18225,81,100,484,729
0,42.25,144,196,64,121
36,81,196,400,100,121
14400,32400,64,100,676,900
1600,2025,100,289,484,784
1225,4225,144,196,361,552.25
676,3025,144,225,256,400
100,256,144,196,100,169
5625,12100,64,121,784,1024
324,484,121,144,81,100
400,576,144,196,100,110.25
1521,3844,121,169,361,600.25
225,625,144,196,169,256
289,529,169,256,182.25,272.25
81,256,100,324,81,110.25
1225,3025,100,144,289,484
1225,3600,144,196,400,552.25
64,100,144,225,81,100
1225,2025,144,196,90.25,100
1225,2500,100,225,576,841
2500,4225,144,225,506.25,702.25
4624,9409,121,169,529,756.25
1089,1936,144,169,256,400
1600,3600,144,196,420.25,441
225,324,144,225,100,240.25
900,1600,144,196,289,361
784,1225,100,144,19600,40000
961,2401,144,196,248.0625,390.0625
25,3600,100,144,484,729
1600,3600,169,225,361,441
576,1444,144,196,196,256
900,2500,169,256,306.25,380.25
1225,2025,169,225,169,225
900,2025,144,196,256,400
400,1225,144,225,132.25,189.0625
676,1600,81,169,289,400
64,625,196,256,64,196
1225,5625,144,169,400,576
4900,22500,100,144,8100,22500
81,225,144,225,81,100
324,900,225,256,196,289
3844,12100,144,196,529,784
10000,40000,100,144,462.25,552.25
16,81,169,225,72.25,132.25
3025,10000,100,196,484,676
900,2500,100,144,256,576
2500,4900,144,169,400,729
1936,3600,144,196,441,576
64,256,144,225,110.25,144
3025,8100,100,169,529,729
1225,3025,144,225,289,361
0,400,144,225,196,225
225,400,169,225,100,121
2500,5625,144,169,462.25,529
625,1600,144,225,324,484
225,324,144,225,100,240.25
1225,4900,144,225,400,576
2025,4225,144,196,462.25,625
784,3600,144,225,361,625
100,3025,169,324,100,529
1600,3025,100,144,441,529
0,49,121,225,49,64
